120.284289,31.540746,消防栓
120.282493,31.540396,消防栓
120.281856,31.539595,消防栓
120.291559,31.534581,消防栓
120.278381,31.539512,消防栓
120.278086,31.538706,消防栓
120.280874,31.538675,消防栓
120.281733,31.538581,消防栓
120.282733,31.539497,消防栓
120.28376,31.539927,消防栓
120.284648,31.540327,消防栓
120.289134,31.543243,消防栓
120.288864,31.54292,消防栓
120.28891,31.542485,消防栓
120.288201,31.54213,消防栓
120.287191,31.541728,消防栓
120.286441,31.541364,消防栓
120.285212,31.540612,消防栓
120.285262,31.54019,消防栓
120.280086,31.539205,消防栓
120.280368,31.539086,消防栓
120.280496,31.538991,消防栓
120.280848,31.539137,消防栓
120.280969,31.539197,消防栓
120.281037,31.539228,消防栓
120.281069,31.539241,消防栓
120.281284,31.539326,消防栓
120.281246,31.539322,消防栓
120.280918,31.539145,消防栓
120.281318,31.539356,消防栓
120.281665,31.539515,消防栓
120.281739,31.539546,消防栓
120.281856,31.539595,消防栓
120.290478,31.507411,消防栓
120.28239,31.539859,消防栓
120.28251,31.539893,消防栓
120.2831,31.540321,	消防栓
120.276433,31.537407,消防栓
120.283832,31.540493,消防栓
120.283952,31.540551,消防栓
120.283934,31.540519,消防栓
120.284203,31.540667,消防栓
120.284009,31.54073,消防栓
120.284297,31.540723,消防栓
120.284009,31.54073,消防栓
120.285062,31.541152,消防栓
120.285107,31.541106,消防栓
120.286324,31.541833,消防栓
120.286565,31.541968,消防栓
120.283731,31.539908,消防栓
